FULL_DESCRIPTION,SPORTS_ID,EVENT_ID,SETTLED_DATE,SCHEDULED_OFF,EVENT,DT ACTUAL_OFF,SELECTION_ID,SELECTION,ODDS,NUMBER_BETS,VOLUME_MATCHED,LATEST_TAKEN,FIRST_TAKEN,WIN_FLAG,IN_PLAY
South Korean Soccer/K League/Fixtures 06 September/Jeju Utd v Jeonnam Dragons,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
South Korean Soccer/K League/Fixtures 06 September/Jeonbuk Motors v Sangju Sangmu,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
South Korean Soccer/K League/Fixtures 06 September/Seongnam Ilhwa v Incheon Utd,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365
South Korean Soccer/K League/Fixtures 06 September/Seongnam Ilhwa v Incheon Utd/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
South Korean Soccer/K League/Fixtures 06 September/Seongnam Ilhwa v Incheon Utd/Total Goals,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
South Korean Soccer/K League/Fixtures 07 September/Pohang Steelers v FC Seoul,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397
South Korean Soccer/K League/Fixtures 07 September/Pohang Steelers v FC Seoul/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
South Korean Soccer/K League/Fixtures 07 September/Pohang Steelers v FC Seoul/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
South Korean Soccer/K League/Fixtures 07 September/Ulsan Hyundai Horang-i v Gyeongnam,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561
South Korean Soccer/K League/Fixtures 07 September/Ulsan Hyundai Horang-i v Gyeongnam/Asian Handicap,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
South Korean Soccer/K League/Fixtures 07 September/Ulsan Hyundai Horang-i v Gyeongnam/Total Goals,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
Spanish Soccer/Friendly/Fixtures 03 September/Villarreal v Celtic/Asian Handicap,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
Spanish Soccer/Friendly/Fixtures 03 September/Villarreal v Celtic/Total Goals,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
Spanish Soccer/Segunda Division/Fixtures 06 September/Albacete v Sporting Gijon,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343
Spanish Soccer/Segunda Division/Fixtures 06 September/Albacete v Sporting Gijon/Asian Handicap,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
Spanish Soccer/Segunda Division/Fixtures 06 September/Albacete v Sporting Gijon/Total Goals,24,24,0,24,0,24,24,24,24,24,24,24,24,24,24
Spanish Soccer/Segunda Division/Fixtures 06 September/Girona v Tenerife,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073
Spanish Soccer/Segunda Division/Fixtures 06 September/Girona v Tenerife/Asian Handicap,27,27,0,27,0,27,27,27,27,27,27,27,27,27,27
Spanish Soccer/Segunda Division/Fixtures 06 September/Girona v Tenerife/Girona Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Segunda Division/Fixtures 06 September/Girona v Tenerife/Tenerife Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Spanish Soccer/Segunda Division/Fixtures 06 September/Girona v Tenerife/Total Goals,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
Spanish Soccer/Segunda Division/Fixtures 06 September/Osasuna v Alaves,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003
Spanish Soccer/Segunda Division/Fixtures 06 September/Osasuna v Alaves/Alaves Total Goals,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Spanish Soccer/Segunda Division/Fixtures 06 September/Osasuna v Alaves/Asian Handicap,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
Spanish Soccer/Segunda Division/Fixtures 06 September/Osasuna v Alaves/Osasuna Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Spanish Soccer/Segunda Division/Fixtures 06 September/Osasuna v Alaves/Total Goals,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
Spanish Soccer/Segunda Division/Fixtures 06 September/Recreativo Huelva v Llagostera,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878
Spanish Soccer/Segunda Division/Fixtures 06 September/Recreativo Huelva v Llagostera/Asian Handicap,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
Spanish Soccer/Segunda Division/Fixtures 06 September/Recreativo Huelva v Llagostera/Recreativo Huelva Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Segunda Division/Fixtures 06 September/Recreativo Huelva v Llagostera/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Spanish Soccer/Segunda Division/Fixtures 06 September/Sabadell v Numancia,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746
Spanish Soccer/Segunda Division/Fixtures 06 September/Sabadell v Numancia/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Spanish Soccer/Segunda Division/Fixtures 06 September/Sabadell v Numancia/Numancia Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Segunda Division/Fixtures 06 September/Sabadell v Numancia/Total Goals,30,30,0,30,0,30,30,30,30,30,30,30,30,30,30
Spanish Soccer/Segunda Division/Fixtures 07 September/Barcelona B v Zaragoza,2473,2473,2473,2473,2473,2473,2473,2473,2473,2473,2473,2473,2473,2473,2473
Spanish Soccer/Segunda Division/Fixtures 07 September/Barcelona B v Zaragoza/Asian Handicap,44,44,0,44,0,44,44,44,44,44,44,44,44,44,44
Spanish Soccer/Segunda Division/Fixtures 07 September/Barcelona B v Zaragoza/Barcelona B Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Spanish Soccer/Segunda Division/Fixtures 07 September/Barcelona B v Zaragoza/Total Goals,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
Spanish Soccer/Segunda Division/Fixtures 07 September/Barcelona B v Zaragoza/Zaragoza Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Spanish Soccer/Segunda Division/Fixtures 07 September/Las Palmas v Lugo,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098
Spanish Soccer/Segunda Division/Fixtures 07 September/Las Palmas v Lugo/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Spanish Soccer/Segunda Division/Fixtures 07 September/Las Palmas v Lugo/Total Goals,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Spanish Soccer/Segunda Division/Fixtures 07 September/Leganes v Mallorca,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150
Spanish Soccer/Segunda Division/Fixtures 07 September/Leganes v Mallorca/Asian Handicap,36,36,0,36,0,36,36,36,36,36,36,36,36,36,36
Spanish Soccer/Segunda Division/Fixtures 07 September/Leganes v Mallorca/Leganes Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Segunda Division/Fixtures 07 September/Leganes v Mallorca/Mallorca Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Segunda Division/Fixtures 07 September/Leganes v Mallorca/Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Spanish Soccer/Segunda Division/Fixtures 07 September/Mirandes v Alcorcon,1523,1523,1523,1523,1523,1523,1523,1523,1523,1523,1523,1523,1523,1523,1523
Spanish Soccer/Segunda Division/Fixtures 07 September/Mirandes v Alcorcon/Asian Handicap,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Spanish Soccer/Segunda Division/Fixtures 07 September/Mirandes v Alcorcon/Mirandes Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Segunda Division/Fixtures 07 September/Mirandes v Alcorcon/Total Goals,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
Spanish Soccer/Segunda Division/Fixtures 07 September/Ponferradina v Betis,2272,2272,2272,2272,2272,2272,2272,2272,2272,2272,2272,2272,2272,2272,2272
Spanish Soccer/Segunda Division/Fixtures 07 September/Ponferradina v Betis/Asian Handicap,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Spanish Soccer/Segunda Division/Fixtures 07 September/Ponferradina v Betis/Betis Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Spanish Soccer/Segunda Division/Fixtures 07 September/Ponferradina v Betis/Ponferradina Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Segunda Division/Fixtures 07 September/Ponferradina v Betis/Total Goals,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
Spanish Soccer/Segunda Division/Fixtures 07 September/Valladolid v Racing Santander,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743
Spanish Soccer/Segunda Division/Fixtures 07 September/Valladolid v Racing Santander/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Spanish Soccer/Segunda Division/Fixtures 07 September/Valladolid v Racing Santander/Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Spanish Soccer/Segunda Division/Fixtures 07 September/Valladolid v Racing Santander/Valladolid Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Spanish Copa Federacion/Fixtures 03 September/CD Llosetense v Binissalem,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501
Spanish Soccer/Spanish Copa Federacion/Fixtures 03 September/CE Constancia v UD Poblense,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496
Spanish Soccer/Spanish Cup/Fixtures 03 September/Alcoyano v Pena Deportiva,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620
Spanish Soccer/Spanish Cup/Fixtures 03 September/Leioa v Sestao River,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457
Spanish Soccer/Spanish Cup/Fixtures 03 September/Leioa v Sestao River/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Superliga (W)/Fixtures 06 September/Ath Bilbao (W) v Sporting de Huelva (W)/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Spanish Soccer/Superliga (W)/Fixtures 07 September/Atl Madrid (W) v Rayo Vallecano (W)/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Spanish Soccer/Superliga (W)/Fixtures 07 September/Barcelona (W) v Collerense (W)/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Superliga (W)/Fixtures 07 September/Oviedo Moderno (W) v San Gabriel (W)/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Tercera Division/Fixtures 05 September/CF Union Viera v Real Sporting San Jose,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165
Spanish Soccer/Tercera Division/Fixtures 05 September/CF Union Viera v Real Sporting San Jose/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Spanish Soccer/Tercera Division/Fixtures 06 September/CD Berio FT v Deportivo Alaves II,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253
Spanish Soccer/Tercera Division/Fixtures 06 September/CD Llosetense v CE Constancia,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352
Spanish Soccer/Tercera Division/Fixtures 06 September/CD Santa Ursula v CD Marino,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
Spanish Soccer/Tercera Division/Fixtures 06 September/Cadiz CF II v CD San Roque de Cadiz,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424
Spanish Soccer/Tercera Division/Fixtures 06 September/Deportivo B v Cerceda,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Spanish Soccer/Tercera Division/Fixtures 06 September/FC Santfeliuenc v Manlleu,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193
Spanish Soccer/Tercera Division/Fixtures 06 September/Manacor v Atletico Rafal,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805
Spanish Soccer/Tercera Division/Fixtures 06 September/Real Madrid C v Alcobendas Sport,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740
Spanish Soccer/Tercera Division/Fixtures 06 September/Real Madrid C v Alcobendas Sport/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Spanish Soccer/Tercera Division/Fixtures 06 September/SCD Durango v Pasaia Kirol Elkartea,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169
Spanish Soccer/Tercera Division/Fixtures 06 September/Sevilla FC III v AD Ceuta FC,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409
Spanish Soccer/Tercera Division/Fixtures 06 September/Sevilla FC III v AD Ceuta FC/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Tercera Division/Fixtures 06 September/UD Telde v Lanzarote,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374
Spanish Soccer/Tercera Division/Fixtures 06 September/UDC Txantrea v Izarra,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277
Spanish Soccer/Tercera Division/Fixtures 07 September/AD Alcorcon II v Club Atletico de Pinto,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
Spanish Soccer/Tercera Division/Fixtures 07 September/AE Prat v Vilafranca,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169
Spanish Soccer/Tercera Division/Fixtures 07 September/Albacete Balompie II v Villarrobledo,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228
Spanish Soccer/Tercera Division/Fixtures 07 September/Atl Madrid III v Colmenar Viejo,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711
Spanish Soccer/Tercera Division/Fixtures 07 September/CD Basconia v Santutxu FC,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
Spanish Soccer/Tercera Division/Fixtures 07 September/CD Idoya v Club Atl Valtierrano,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
Spanish Soccer/Tercera Division/Fixtures 07 September/CD Idoya v Club Atl Valtierrano/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Tercera Division/Fixtures 07 September/CD Santurtzi v CD Aurrera de Vitoria,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
Spanish Soccer/Tercera Division/Fixtures 07 September/CD Son Cladera v CF Platges de Calvia,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
Spanish Soccer/Tercera Division/Fixtures 07 September/CF Molina v CD Minera,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
Spanish Soccer/Tercera Division/Fixtures 07 September/CF Salmantino v Palencia,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Spanish Soccer/Tercera Division/Fixtures 07 September/CMD San Juan v San Fernando,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486
Spanish Soccer/Tercera Division/Fixtures 07 September/Club Atletico Saguntino v Novelda,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456
Spanish Soccer/Tercera Division/Fixtures 07 September/Club Atletico Saguntino v Novelda/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Spanish Soccer/Tercera Division/Fixtures 07 September/Club Haro Deportivo v Naxara CD,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
Spanish Soccer/Tercera Division/Fixtures 07 September/EF Alhama v Real Murcia II,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
Spanish Soccer/Tercera Division/Fixtures 07 September/Estrella CF v CD Vera,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
Spanish Soccer/Tercera Division/Fixtures 07 September/Europa v UE Castelldefels,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
Spanish Soccer/Tercera Division/Fixtures 07 September/Huercal-Overa CF v AD Caravaca Vera Cruz,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
Spanish Soccer/Tercera Division/Fixtures 07 September/La Nucia v UD Beniganim,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
Spanish Soccer/Tercera Division/Fixtures 07 September/La Nucia v UD Beniganim/Asian Handicap,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Spanish Soccer/Tercera Division/Fixtures 07 September/Laracha CF v Bertamirans FC,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
Spanish Soccer/Tercera Division/Fixtures 07 September/Loja v Atarfe Industrial CF,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
Spanish Soccer/Tercera Division/Fixtures 07 September/Los Molinos CF v CD Ronda,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
Spanish Soccer/Tercera Division/Fixtures 07 September/Los Villares CF v Antequera CF,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312
Spanish Soccer/Tercera Division/Fixtures 07 September/MCF Atletico Malagueno v CD Espanol del Alquian,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
Spanish Soccer/Tercera Division/Fixtures 07 September/Mairena v Sanluqueno,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
Spanish Soccer/Tercera Division/Fixtures 07 September/Mostoles v CD San Fernando Henares,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204
Spanish Soccer/Tercera Division/Fixtures 07 September/Muro CF v Paterna CF,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395
Spanish Soccer/Tercera Division/Fixtures 07 September/Muro CF v Paterna CF/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Tercera Division/Fixtures 07 September/Navalcarnero v San Sebastian Reyes,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
Spanish Soccer/Tercera Division/Fixtures 07 September/Pena Balsamaiso CF v CD Agoncillo,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
Spanish Soccer/Tercera Division/Fixtures 07 September/Pobla Mafumet v CE Sabadell II,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
Spanish Soccer/Tercera Division/Fixtures 07 September/RC Villalbes v Club Rapido de Bouzas,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
Spanish Soccer/Tercera Division/Fixtures 07 September/RSD Alcala v AD Torrejon CF,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118
Spanish Soccer/Tercera Division/Fixtures 07 September/Rayo Cantabria v CD Cayon,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441
Spanish Soccer/Tercera Division/Fixtures 07 September/Rayo Cantabria v CD Cayon/Asian Handicap,16,16,0,16,0,16,16,16,16,16,16,16,16,16,16
Spanish Soccer/Tercera Division/Fixtures 07 September/Recreativo Huelva II v CD Guadalcacin,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
Spanish Soccer/Tercera Division/Fixtures 07 September/Ribarroja CF v CD Torrevieja,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316
Spanish Soccer/Tercera Division/Fixtures 07 September/Ribarroja CF v CD Torrevieja/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Spanish Soccer/Tercera Division/Fixtures 07 September/SD Gernika Club v CD Lagun Onak,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
Spanish Soccer/Tercera Division/Fixtures 07 September/SD Lenense v CD Tuilla,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
Spanish Soccer/Tercera Division/Fixtures 07 September/UCD Burlades v Osasuna B,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
Spanish Soccer/Tercera Division/Fixtures 07 September/UD Los Barrios v Algeciras,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
Spanish Soccer/Tercera Division/Fixtures 07 September/UE Alcudia v CD Montuiri,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525
Spanish Soccer/Tercera Division/Fixtures 07 September/Union Adarve v Pozuelo de Alarcon,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
Spanish Soccer/Tercera Division/Fixtures 07 September/Union B Lebrijana v Pena Deportiva Rociera,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
Spanish Soccer/Tercera Division/Fixtures 07 September/Villarreal CF III v Sporting Club Requena,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
Spanish Soccer/Tercera Division/Fixtures 07 September/Zalla UC v Amurrio CF,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
Swedish Soccer/Allsvenskan U19/Fixtures 05 September/Orebro SK FK U19 v Hammarby IF U19,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392
Swedish Soccer/Allsvenskan U19/Fixtures 05 September/Orebro SK FK U19 v Hammarby IF U19/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Swedish Soccer/Allsvenskan U19/Fixtures 06 September/Djurgardens IF U19 v Alvsjo AIK FF U19,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
Swedish Soccer/Allsvenskan U19/Fixtures 06 September/Djurgardens IF U19 v Alvsjo AIK FF U19/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Swedish Soccer/Allsvenskan U19/Fixtures 06 September/IF Elfsborg U19 v Malmo FF U19,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279
Swedish Soccer/Allsvenskan U19/Fixtures 06 September/Kalmar FF U19 v Kristianstads FF U19,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
Swedish Soccer/Allsvenskan U19/Fixtures 06 September/Mjallby AIF U19 v IFK Goteborg U19,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
Swedish Soccer/Allsvenskan U19/Fixtures 07 September/GIF Sundsvall U19 v IFK Lulea U19,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
Swedish Soccer/International Friendly/Fixtures 04 September/Sweden v Estonia/Asian Handicap,34,34,0,34,0,34,34,34,34,34,34,34,34,34,34
Swedish Soccer/International Friendly/Fixtures 04 September/Sweden v Estonia/Estonia Total Goals,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
Swedish Soccer/International Friendly/Fixtures 04 September/Sweden v Estonia/Sweden Total Goals,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25
Swedish Soccer/International Friendly/Fixtures 04 September/Sweden v Estonia/Total Goals,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25
Swedish Soccer/Superettan/Fixtures 01 September/Sundsvall v Assyriska,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507
Swedish Soccer/Superettan/Fixtures 01 September/Sundsvall v Assyriska/Asian Handicap,51,51,0,51,0,51,51,51,51,51,51,51,51,51,51
Swedish Soccer/Superettan/Fixtures 01 September/Sundsvall v Assyriska/Total Goals,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
Swedish Soccer/Superettan/Fixtures 02 September/Syrianska FC v GAIS,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732
Swedish Soccer/Superettan/Fixtures 02 September/Syrianska FC v GAIS/Asian Handicap,50,50,0,50,0,50,50,50,50,50,50,50,50,50,50
Swedish Soccer/Superettan/Fixtures 02 September/Syrianska FC v GAIS/Total Goals,24,24,0,24,0,24,24,24,24,24,24,24,24,24,24
Swedish Soccer/Swedish Cup/Fixtures 04 September/Norrby IF v GAIS,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488
Swedish Soccer/Swedish Cup/Fixtures 04 September/Norrby IF v GAIS/Asian Handicap,21,21,0,21,0,21,21,21,21,21,21,21,21,21,21
Swedish Soccer/Swedish Cup/Fixtures 04 September/Norrby IF v GAIS/Total Goals,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
Swedish Soccer/Swedish Div 1 Norra/Fixtures 01 September/Vasteras SK v IK Brage,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087
Swedish Soccer/Swedish Div 1 Norra/Fixtures 01 September/Vasteras SK v IK Brage/Asian Handicap,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
Swedish Soccer/Swedish Div 1 Norra/Fixtures 01 September/Vasteras SK v IK Brage/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Swedish Soccer/Swedish Div 1 Norra/Fixtures 06 September/IK Frej v Nykopings BIS,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543
Swedish Soccer/Swedish Div 1 Norra/Fixtures 06 September/IK Frej v Nykopings BIS/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Swedish Soccer/Swedish Div 1 Norra/Fixtures 06 September/IK Frej v Nykopings BIS/Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Swedish Soccer/Swedish Div 1 Norra/Fixtures 07 September/AFC Utd v Umea FC,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741
Swedish Soccer/Swedish Div 1 Norra/Fixtures 07 September/AFC Utd v Umea FC/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Swedish Soccer/Swedish Div 1 Norra/Fixtures 07 September/AFC Utd v Umea FC/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Swedish Soccer/Swedish Div 1 Sodra/Fixtures 01 September/Trollhattan v Oddevold,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456
Swedish Soccer/Swedish Div 1 Sodra/Fixtures 01 September/Trollhattan v Oddevold/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Swedish Soccer/Swedish Div 1 Sodra/Fixtures 01 September/Trollhattan v Oddevold/Total Goals,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
Swedish Soccer/Swedish Div 1 Sodra/Fixtures 06 September/Skovde AIK v IFK Uddevalla,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
Swedish Soccer/Swedish Div 1 Sodra/Fixtures 06 September/Skovde AIK v IFK Uddevalla/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Swedish Soccer/Swedish Div 1 Sodra/Fixtures 07 September/Norrby IF v Kristianstads,912,912,912,912,912,912,912,912,912,912,912,912,912,912,912
Swedish Soccer/Swedish Div 1 Sodra/Fixtures 07 September/Norrby IF v Kristianstads/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Swedish Soccer/Swedish Div 1 Sodra/Fixtures 07 September/Trelleborgs v Qviding,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790
Swedish Soccer/Swedish Div 1 Sodra/Fixtures 07 September/Trelleborgs v Qviding/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Swedish Soccer/Swedish Division 2/Fixtures 05 September/Hassleholms v Limhamn Bunkeflo,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489
Swedish Soccer/Swedish Division 2/Fixtures 05 September/Hassleholms v Limhamn Bunkeflo/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Akropolis IF v Sparvagens,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Carlstad Utd v Torslanda,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
Swedish Soccer/Swedish Division 2/Fixtures 06 September/Carlstad Utd v Torslanda/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
