FULL_DESCRIPTION,SPORTS_ID,EVENT_ID,SETTLED_DATE,SCHEDULED_OFF,EVENT,DT ACTUAL_OFF,SELECTION_ID,SELECTION,ODDS,NUMBER_BETS,VOLUME_MATCHED,LATEST_TAKEN,FIRST_TAKEN,WIN_FLAG,IN_PLAY
Brazilian Soccer/Brazilian Division 2/Fixtures 03 September/Portuguesa SP v Joinville/Total Goals,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Brazilian Soccer/Brazilian Division 2/Fixtures 05 September/Icasa v Ponte Preta,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507,2507
Brazilian Soccer/Brazilian Division 2/Fixtures 05 September/Icasa v Ponte Preta/Asian Handicap,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
Brazilian Soccer/Brazilian Division 2/Fixtures 05 September/Icasa v Ponte Preta/Icasa Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Brazilian Soccer/Brazilian Division 2/Fixtures 05 September/Icasa v Ponte Preta/Ponte Preta Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Brazilian Soccer/Brazilian Division 2/Fixtures 05 September/Icasa v Ponte Preta/Total Goals,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/ABC v Santa Cruz PE,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/ABC v Santa Cruz PE/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/ABC v Santa Cruz PE/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/America MG v Vasco da Gama,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/America MG v Vasco da Gama/America MG Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/America MG v Vasco da Gama/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/America MG v Vasco da Gama/Total Goals,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/America MG v Vasco da Gama/Vasco da Gama Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/Avai v America RN,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/Avai v America RN/Asian Handicap,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/Avai v America RN/Total Goals,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/Nautico v Bragantino SP,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/Nautico v Bragantino SP/Asian Handicap,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Brazilian Soccer/Brazilian Division 2/Fixtures 06 September/Nautico v Bragantino SP/Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Brazilian Soccer/Brazilian Division 2/Fixtures 07 September/Luverdense v Vila Nova,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816
Brazilian Soccer/Brazilian Division 2/Fixtures 07 September/Luverdense v Vila Nova/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Brazilian Soccer/Brazilian Division 2/Fixtures 07 September/Luverdense v Vila Nova/Luverdense Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Brazilian Soccer/Brazilian Division 2/Fixtures 07 September/Luverdense v Vila Nova/Total Goals,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Brazilian Soccer/Brazilian Division 2/Fixtures 07 September/Oeste v Ceara,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958
Brazilian Soccer/Brazilian Division 2/Fixtures 07 September/Oeste v Ceara/Asian Handicap,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Brazilian Soccer/Brazilian Division 2/Fixtures 07 September/Oeste v Ceara/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Brazilian Soccer/Campeonato/Fixtures 06 September/Chapecoense v Goias/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Brazilian Soccer/Campeonato/Fixtures 06 September/Chapecoense v Goias/Chapecoense Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Brazilian Soccer/Campeonato/Fixtures 06 September/Chapecoense v Goias/Total Goals,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Brazilian Soccer/Campeonato/Fixtures 06 September/Flamengo v Gremio,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
Brazilian Soccer/Campeonato/Fixtures 06 September/Flamengo v Gremio/Asian Handicap,22,22,0,22,0,22,22,22,22,22,22,22,22,22,22
Brazilian Soccer/Campeonato/Fixtures 06 September/Flamengo v Gremio/Flamengo Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Brazilian Soccer/Campeonato/Fixtures 06 September/Flamengo v Gremio/Gremio Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Brazilian Soccer/Campeonato/Fixtures 06 September/Flamengo v Gremio/Total Goals,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Brazilian Soccer/Campeonato/Fixtures 06 September/Santos v Vitoria BA,2302,2302,2302,2302,2302,2302,2302,2302,2302,2302,2302,2302,2302,2302,2302
Brazilian Soccer/Campeonato/Fixtures 06 September/Santos v Vitoria BA/Asian Handicap,26,26,0,26,0,26,26,26,26,26,26,26,26,26,26
Brazilian Soccer/Campeonato/Fixtures 06 September/Santos v Vitoria BA/Santos Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Brazilian Soccer/Campeonato/Fixtures 06 September/Santos v Vitoria BA/Total Goals,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
Brazilian Soccer/Campeonato/Fixtures 07 September / Chapecoense v Goias,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374
Brazilian Soccer/Campeonato/Fixtures 07 September/Atletico MG v Botafogo RJ,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449
Brazilian Soccer/Campeonato/Fixtures 07 September/Atletico MG v Botafogo RJ/Asian Handicap,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Brazilian Soccer/Campeonato/Fixtures 07 September/Atletico MG v Botafogo RJ/Total Goals,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Brazilian Soccer/Campeonato/Fixtures 07 September/Atletico PR v Palmeiras,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704
Brazilian Soccer/Campeonato/Fixtures 07 September/Atletico PR v Palmeiras/Asian Handicap,27,27,0,27,0,27,27,27,27,27,27,27,27,27,27
Brazilian Soccer/Campeonato/Fixtures 07 September/Atletico PR v Palmeiras/Atletico PR Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Brazilian Soccer/Campeonato/Fixtures 07 September/Atletico PR v Palmeiras/Palmeiras Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Brazilian Soccer/Campeonato/Fixtures 07 September/Atletico PR v Palmeiras/Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Brazilian Soccer/Campeonato/Fixtures 07 September/Bahia v Coritiba,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602
Brazilian Soccer/Campeonato/Fixtures 07 September/Bahia v Coritiba/Asian Handicap,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
Brazilian Soccer/Campeonato/Fixtures 07 September/Bahia v Coritiba/Bahia Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Brazilian Soccer/Campeonato/Fixtures 07 September/Bahia v Coritiba/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Brazilian Soccer/Campeonato/Fixtures 07 September/Criciuma v Corinthians,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562
Brazilian Soccer/Campeonato/Fixtures 07 September/Criciuma v Corinthians/Asian Handicap,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Brazilian Soccer/Campeonato/Fixtures 07 September/Criciuma v Corinthians/Criciuma Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Brazilian Soccer/Campeonato/Fixtures 07 September/Criciuma v Corinthians/Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Brazilian Soccer/Campeonato/Fixtures 07 September/Fluminense v Cruzeiro,1848,1848,1848,1848,1848,1848,1848,1848,1848,1848,1848,1848,1848,1848,1848
Brazilian Soccer/Campeonato/Fixtures 07 September/Fluminense v Cruzeiro/Asian Handicap,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
Brazilian Soccer/Campeonato/Fixtures 07 September/Fluminense v Cruzeiro/Cruzeiro Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Brazilian Soccer/Campeonato/Fixtures 07 September/Fluminense v Cruzeiro/Fluminense Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Brazilian Soccer/Campeonato/Fixtures 07 September/Fluminense v Cruzeiro/Total Goals,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Brazilian Soccer/Campeonato/Fixtures 07 September/Internacional v Figueirense,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024
Brazilian Soccer/Campeonato/Fixtures 07 September/Internacional v Figueirense/Asian Handicap,40,40,0,40,0,40,40,40,40,40,40,40,40,40,40
Brazilian Soccer/Campeonato/Fixtures 07 September/Internacional v Figueirense/Figueirense Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Brazilian Soccer/Campeonato/Fixtures 07 September/Internacional v Figueirense/Internacional Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Brazilian Soccer/Campeonato/Fixtures 07 September/Internacional v Figueirense/Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Brazilian Soccer/Campeonato/Fixtures 07 September/Sao Paulo v Sport Recife,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054
Brazilian Soccer/Campeonato/Fixtures 07 September/Sao Paulo v Sport Recife/Asian Handicap,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
Brazilian Soccer/Campeonato/Fixtures 07 September/Sao Paulo v Sport Recife/Sao Paulo Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Brazilian Soccer/Campeonato/Fixtures 07 September/Sao Paulo v Sport Recife/Sport Recife Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Brazilian Soccer/Campeonato/Fixtures 07 September/Sao Paulo v Sport Recife/Total Goals,29,29,0,29,0,29,29,29,29,29,29,29,29,29,29
Brazilian Soccer/Copa FGF/Fixtures 03 September/Internacional PA (Res) v Futebol Clube Marau,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
Brazilian Soccer/Copa FGF/Fixtures 03 September/Sao Jose RS v Esportivo,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
Brazilian Soccer/Copa Paulista/Fixtures 04 September/Red Bull Brasil v Independente SP,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605
Brazilian Soccer/Copa Paulista/Fixtures 06 September/Independente SP v XV de Piracicaba,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605
Brazilian Soccer/Copa Paulista/Fixtures 06 September/Independente SP v XV de Piracicaba/Asian Handicap,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Brazilian Soccer/Copa Paulista/Fixtures 06 September/Paulista v Internacional Limeira,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394
Brazilian Soccer/Copa Paulista/Fixtures 06 September/Santo Andre v Sorocaba,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
Brazilian Soccer/Copa Paulista/Fixtures 07 September/CA Juventus v Sao Jose EC SP,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275
Brazilian Soccer/Copa Paulista/Fixtures 07 September/EC Taubate v Sao Bernardo,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
Brazilian Soccer/Copa Paulista/Fixtures 07 September/Osasco v Sao Bento,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343
Brazilian Soccer/Copa Rio/Fixtures 03 September/Madureira v Barra da Tijuca FC,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
Brazilian Soccer/Regionais Gauchos/Fixtures 06 September/Internacional PA (Res) v Novo Hamburgo,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
Brazilian Soccer/Serie C/Fixtures 02 September/Guarani SP v Juventude,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247
Brazilian Soccer/Serie C/Fixtures 02 September/Guarani SP v Juventude/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Brazilian Soccer/Serie C/Fixtures 06 September/Guaratingueta v Guarani SP,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447
Brazilian Soccer/Serie C/Fixtures 06 September/Guaratingueta v Guarani SP/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Brazilian Soccer/Serie C/Fixtures 06 September/Juventude v Macae,901,901,901,901,901,901,901,901,901,901,901,901,901,901,901
Brazilian Soccer/Serie C/Fixtures 07 September/Sao Caetano v Madureira,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252
Brazilian Soccer/Serie C/Fixtures 07 September/Sao Caetano v Madureira/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Brazilian Soccer/Serie C/Fixtures 31 August   /Treze v Aguia de Maraba FC,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
CAF African Cup of Nations/Fixtures 05 September/Guinea v Togo,913,913,913,913,913,913,913,913,913,913,913,913,913,913,913
CAF African Cup of Nations/Fixtures 05 September/Senegal v Egypt,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664
CAF African Cup of Nations/Fixtures 05 September/Senegal v Egypt/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
CAF African Cup of Nations/Fixtures 05 September/Senegal v Egypt/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
CAF African Cup of Nations/Fixtures 05 September/Sudan v South Africa,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986
CAF African Cup of Nations/Fixtures 06 September/DR Congo v Cameroon,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
CAF African Cup of Nations/Fixtures 06 September/Ghana v Uganda,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859
CAF African Cup of Nations/Fixtures 06 September/Ghana v Uganda/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
CAF African Cup of Nations/Fixtures 06 September/Ghana v Uganda/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
CAF African Cup of Nations/Fixtures 06 September/Tunisia v Botswana,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421
CAF African Nations Championship/Fixtures 05 September/Guinea v Togo/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
CAF African Nations Championship/Fixtures 05 September/Guinea v Togo/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
CAF African Nations Championship/Fixtures 05 September/Sudan v South Africa/Asian Handicap,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
CAF African Nations Championship/Fixtures 05 September/Sudan v South Africa/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
CAF African Nations Championship/Fixtures 06 September/DR Congo v Cameroon/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
CAF African Nations Championship/Fixtures 06 September/Tunisia v Botswana/Asian Handicap,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
CAF African Nations Championship/Fixtures 06 September/Tunisia v Botswana/Total Goals,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
Chilean Soccer/Chilean Cup/Fixtures 03 September / Barnechea v OHiggins,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527
Chilean Soccer/Chilean Cup/Fixtures 03 September/Huachipato v Lota Schwager,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530
Chilean Soccer/Chilean Cup/Fixtures 03 September/Huachipato v Lota Schwager/Asian Handicap,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Chilean Soccer/Chilean Cup/Fixtures 04 September/Barnechea v OHiggins/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Chilean Soccer/Chilean Cup/Fixtures 04 September/San Luis de Quillota v Santiago Wanderers,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827
Chilean Soccer/Chilean Primera B/Fixtures 07 September/Coquimbo Unido v La Serena,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331
Chilean Soccer/Chilean Primera B/Fixtures 07 September/San Luis de Quillota v Deportes Copiapo,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516
Chilean Soccer/Chilean Primera B/Fixtures 07 September/Santiago Morning v Curico Unido,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357
Chilean Soccer/Chilean Primera B/Fixtures 07 September/Union San Felipe v Magallanes,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
Chilean Soccer/Chilean Segunda Division/Fixtures 07 September/Deportes Linares v Puerto Montt,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Chilean Soccer/Chilean Segunda Division/Fixtures 07 September/Municipal Mejillones v Municipal La Pintana,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
Colombian Soccer/Colombian Primera B/Fixtures 01 September/Bogota v CCD Tulua,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724
Colombian Soccer/Colombian Primera B/Fixtures 01 September/Depor Aguablanca v Valledupar FC,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560
Colombian Soccer/Colombian Primera B/Fixtures 02 September/Cucuta Deportivo v Real Cartagena,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778
Colombian Soccer/Colombian Primera B/Fixtures 02 September/Cucuta Deportivo v Real Cartagena/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Colombian Soccer/Colombian Primera B/Fixtures 02 September/Quindio v Llaneros FC,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552
Colombian Soccer/Colombian Primera B/Fixtures 03 September/Deportivo Rionegro v Jaguares de Cordoba,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077
Colombian Soccer/Colombian Primera B/Fixtures 03 September/Deportivo Rionegro v Jaguares de Cordoba/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Colombian Soccer/Colombian Primera B/Fixtures 04 September/CD Barranquilla v Bogota,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526
Colombian Soccer/Colombian Primera B/Fixtures 04 September/CD Barranquilla v Bogota/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Colombian Soccer/Colombian Primera B/Fixtures 04 September/CD Real Santander v Cucuta Deportivo,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312
Colombian Soccer/Colombian Primera B/Fixtures 04 September/CD Real Santander v Cucuta Deportivo/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Colombian Soccer/Colombian Primera B/Fixtures 04 September/Depor Aguablanca v CA Bucaramanga CD,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436
Colombian Soccer/Colombian Primera B/Fixtures 04 September/Llaneros FC v CD Uni de Popayan,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035
Colombian Soccer/Colombian Primera B/Fixtures 04 September/Llaneros FC v CD Uni de Popayan/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Colombian Soccer/Colombian Primera B/Fixtures 05 September/CCD Tulua v AD Union Magdalena,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743
Colombian Soccer/Colombian Primera B/Fixtures 06 September/Deportivo Rionegro v Expreso Rojo,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897
Colombian Soccer/Colombian Primera B/Fixtures 06 September/Deportivo Rionegro v Expreso Rojo/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Colombian Soccer/Colombian Primera B/Fixtures 07 September/Bogota v Llaneros FC,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606
Colombian Soccer/Colombian Primera B/Fixtures 07 September/CCD Tulua v CD Uni de Popayan,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465
Colombian Soccer/Colombian Primera B/Fixtures 07 September/CCD Tulua v CD Uni de Popayan/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Colombian Soccer/Colombian Primera B/Fixtures 07 September/CD Real Santander v CA Bucaramanga CD,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628
Colombian Soccer/Colombian Primera B/Fixtures 07 September/CD Real Santander v CA Bucaramanga CD/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Colombian Soccer/Copa Colombia/Fixtures 05 September/Deportivo Cali v Atletico Nacional,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178
Colombian Soccer/Copa Colombia/Fixtures 05 September/Deportivo Cali v Atletico Nacional/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Colombian Soccer/Liga Postobon/Fixtures 01 September/Millonarios v Santa Fe,1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,1228
Colombian Soccer/Liga Postobon/Fixtures 01 September/Millonarios v Santa Fe/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Colombian Soccer/Liga Postobon/Fixtures 01 September/Millonarios v Santa Fe/Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Colombian Soccer/Liga Postobon/Fixtures 02 September/La Equidad v Atletico Nacional,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188
Colombian Soccer/Liga Postobon/Fixtures 02 September/La Equidad v Atletico Nacional/Asian Handicap,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Colombian Soccer/Liga Postobon/Fixtures 02 September/La Equidad v Atletico Nacional/Total Goals,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Colombian Soccer/Liga Postobon/Fixtures 03 September/Alianza Petrolera v La Equidad/Asian Handicap,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
Colombian Soccer/Liga Postobon/Fixtures 03 September/Alianza Petrolera v La Equidad/Total Goals,21,21,0,21,0,21,21,21,21,21,21,21,21,21,21
Colombian Soccer/Liga Postobon/Fixtures 04 September / Alianza Petrolera v La Equidad,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650
Colombian Soccer/Liga Postobon/Fixtures 04 September/Aguilas Doradas v Santa Fe,967,967,967,967,967,967,967,967,967,967,967,967,967,967,967
Colombian Soccer/Liga Postobon/Fixtures 04 September/Aguilas Doradas v Santa Fe/Asian Handicap,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Colombian Soccer/Liga Postobon/Fixtures 04 September/Aguilas Doradas v Santa Fe/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
