FULL_DESCRIPTION,NUMBER_BETS,VOLUME_MATCHED,WIN_AMOUNT,LOSS_AMOUNT,SETTLED_DATE,COUNTRY,CITY
Group A/Genova Challenger 2014/Second Round Matches/And Beck v Lindell,1416,134879.4,152283.5284,42327.2178,04-09-2014 13:13:35,,
Group A/Genova Challenger 2014/Second Round Matches/Cecchinato v Paire,2884,180774.36,206819.1612,94821.234,04-09-2014 12:26:26,,
Group A/Genova Challenger 2014/Second Round Matches/Dzumhur v M Delic,2297,139502.48,87132.216,151743.8006,04-09-2014 11:02:26,,
Group A/Genova Challenger 2014/Second Round Matches/Fucsovics v Andreozzi,2685,149174.14,150749.16700000002,72511.5682,04-09-2014 11:26:18,,
Group A/Genova Challenger 2014/Second Round Matches/Hajek v Al Bedene,964,59117.5,61647.4418,19637.4768,04-09-2014 14:47:32,,
Group A/Genova Challenger 2014/Second Round Matches/Ignatik v Kubler,1848,110221.3,109436.9364,55396.551,04-09-2014 12:57:39,,
Group A/Genova Challenger 2014/Second Round Matches/Mat Trevisan v Troicki,6854,552431.54,705823.5764,167512.725,04-09-2014 15:25:09,,
Group A/Genova Challenger 2014/Second Round Matches/Ramos-Vinolas v Setkic,792,102101.26000000001,106687.9948,13862.571,04-09-2014 20:38:14,,
Group A/Genova Challenger 2014/Semi Final Matches/And Beck v M Delic,4482,275021.06,269622.4556,183588.097,06-09-2014 17:32:17,,
Group A/Genova Challenger 2014/Semi Final Matches/Ramos-Vinolas v Fucsovics,1693,217846.66,229672.5396,38349.273,06-09-2014 19:53:02,,
Group A/Genova Challenger 2014/The Final/Ramos-Vinolas v M Delic,2210,188187.26,206457.6258,50686.7946,07-09-2014 17:36:26,,
Group A/Hong Kong Open 2014/Qualifying Matches/Aoyama v Eguchi,467,24574.28,26411.897,6853.864,07-09-2014 05:15:29,,
Group A/Hong Kong Open 2014/Qualifying Matches/Ar Rodionova v Eguchi,1186,111083.42,122673.5274,11105.6672,07-09-2014 08:22:41,,
Group A/Hong Kong Open 2014/Qualifying Matches/Ar Rodionova v Yau Ng,297,23213.32,23464.9528,17750.844,06-09-2014 10:11:42,,
Group A/Hong Kong Open 2014/Qualifying Matches/Czink v Bychkova,1229,106366.56,116520.0922,25690.620000000003,06-09-2014 05:57:54,,
Group A/Hong Kong Open 2014/Qualifying Matches/Gajdosova v Ho Wu,737,86261.19,88297.4716,25256.104,07-09-2014 07:30:51,,
Group A/Hong Kong Open 2014/Qualifying Matches/Gajdosova v Y Sema,255,21443.68,22300.194600000003,4082.2868000000003,06-09-2014 05:30:50,,
Group A/Hong Kong Open 2014/Qualifying Matches/Gibbs v Olaru,2033,109252.76,104301.3342,48205.7226,06-09-2014 08:08:27,,
Group A/Hong Kong Open 2014/Qualifying Matches/Imanishi v E Sema,2333,134135.28,136300.3074,64868.2346,06-09-2014 04:22:54,,
Group A/Hong Kong Open 2014/Qualifying Matches/K Zhang v Shapatava,1047,48517.840000000004,47792.796800000004,20816.725,06-09-2014 08:16:33,,
Group A/Hong Kong Open 2014/Qualifying Matches/Kostova v Linette,1475,92894.76,79168.2208,71969.7184,07-09-2014 06:07:39,,
Group A/Hong Kong Open 2014/Qualifying Matches/Kulichkova v E Sema,973,35503.65,39255.5066,2954.441,07-09-2014 03:38:22,,
Group A/Hong Kong Open 2014/Qualifying Matches/Martic v Namigata,2097,118512.58,116704.3686,82558.7714,06-09-2014 11:19:58,,
Group A/Hong Kong Open 2014/Qualifying Matches/Namigata v N Kolar,946,62875.29,68842.5285,20220.9804,07-09-2014 07:00:53,,
Group A/Hong Kong Open 2014/Qualifying Matches/Olaru v L Zhu,574,25457.68,26492.754999999997,5431.827,07-09-2014 05:38:16,,
Group A/Hong Kong Open 2014/Qualifying Matches/Paszek v K Zhang,838,100535.34,98785.2512,38816.6938,07-09-2014 03:34:43,,
Group A/Hong Kong Open 2014/Qualifying Matches/Paszek v W Hsu,512,37663.590000000004,38966.5734,7684.874,06-09-2014 06:54:00,,
Group A/Hong Kong Open 2014/Qualifying Matches/Pavlovic v Y Xu,184,13787.98,14884.7604,4981.7562,06-09-2014 04:46:15,,
Group A/Hong Kong Open 2014/Qualifying Matches/Q Wang v Kulichkova,1173,52616.299999999996,62602.2234,20839.523,06-09-2014 03:29:57,,
Group A/Hong Kong Open 2014/Qualifying Matches/Sh Hsieh v Ho Wu,583,19045.52,17067.3198,11947.8922,06-09-2014 04:09:44,,
Group A/Hong Kong Open 2014/Qualifying Matches/Spackman v N Kolar,537,27490.71,26876.111500000003,11410.602,06-09-2014 08:26:52,,
Group A/Hong Kong Open 2014/Qualifying Matches/Webley-Smith v Kostova,4142,228503.9,245401.5171,146741.6838,06-09-2014 11:03:02,,
Group A/Hong Kong Open 2014/Qualifying Matches/X Han v Linette,1275,68126.08,73562.8788,25610.882,06-09-2014 11:06:44,,
Group A/Hong Kong Open 2014/Qualifying Matches/Y Xu v Bychkova,919,80797.52,72242.4136,43212.7002,07-09-2014 03:56:09,,
Group A/Hong Kong Open 2014/Qualifying Matches/Yaf Wang v L Zhu,1626,81466.06,86739.399,26860.1806,06-09-2014 06:31:23,,
Group A/Medellin Challenger 2014/First Round Matches/Alejandro Gonzalez v Sant'anna,2271,134829.72,146603.4972,36537.1564,04-09-2014 00:08:12,,
Group A/Medellin Challenger 2014/First Round Matches/Angelinos v F De Paula,1018,69596.42,72751.351,28628.592399999998,03-09-2014 21:48:12,,
Group A/Medellin Challenger 2014/First Round Matches/Clezar v R Olivo,1298,74691.66,82533.5968,168419.9492,03-09-2014 21:19:38,,
Group A/Medellin Challenger 2014/First Round Matches/D Novikov v G Mina,418,39788.520000000004,41665.046,6307.7376,02-09-2014 20:36:44,,
Group A/Medellin Challenger 2014/First Round Matches/G Pella v M Arevalo,4236,161649.91,144818.267,82382.2154,03-09-2014 20:13:12,,
Group A/Medellin Challenger 2014/First Round Matches/Ghem v Romboli,1291,156292.08,167835.38880000002,24702.610800000002,02-09-2014 19:12:51,,
Group A/Medellin Challenger 2014/First Round Matches/Jarry v Odesnik,1665,120137.86,133616.1764,24235.934,03-09-2014 17:50:44,,
Group A/Medellin Challenger 2014/First Round Matches/Konstantinov v A Krajicek,500,63322.939999999995,66199.9742,10057.744,02-09-2014 16:52:51,,
Group A/Medellin Challenger 2014/First Round Matches/Lama v Kev King,1441,81907.45999999999,91369.6258,22858.7262,02-09-2014 17:16:08,,
Group A/Medellin Challenger 2014/First Round Matches/Lapentti v N Barrientos,3855,326962.46,295622.6482,224346.223,03-09-2014 19:51:00,,
