FULL_DESCRIPTION,NUMBER_BETS,VOLUME_MATCHED,WIN_AMOUNT,LOSS_AMOUNT,SETTLED_DATE,COUNTRY,CITY
Group A/Genova Challenger 2014/First Round Matches/P Sousa v Paire,588,84820.28,87038.6574,116567.608,3/9/14 17:29,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Ramos-Vinolas v Ad Virgili,3287,229633.3,271583.4152,53656.762,3/9/14 13:31,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Setkic v Picco,1696,73379.24,81348.7802,27206.6284,2/9/14 13:28,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Starace v Lindell,1777,81461.14,65379.8476,59509.0926,3/9/14 16:29,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Troicki v Du Brown,3861,298522.26,321611.3114,154372.632,3/9/14 19:56,Italy,Genoa
Group A/Genova Challenger 2014/Quarter Final Matches/And Beck v Cecchinato,3302,282298.53,326654.0684,60459.8486,5/9/14 13:30,Italy,Genoa
Group A/Genova Challenger 2014/Quarter Final Matches/Fucsovics v Kubler,8409,669502.83,654906.3601,413881.7898,5/9/14 16:25,Italy,Genoa
Group A/Genova Challenger 2014/Quarter Final Matches/M Delic v Troicki,8829,681547.54,413021.11,712616.6338,5/9/14 19:00,Italy,Genoa
Group A/Genova Challenger 2014/Quarter Final Matches/Ramos-Vinolas v Al Bedene,2437,233288.8,265217.8738,228007.5658,5/9/14 20:36,Italy,Genoa
Group A/Genova Challenger 2014/Second Round Matches/And Beck v Lindell,1416,134879.4,152283.5284,42327.2178,4/9/14 13:13,Italy,Genoa
Group A/Genova Challenger 2014/Second Round Matches/Cecchinato v Paire,2884,180774.36,206819.1612,94821.234,4/9/14 12:26,Italy,Genoa
Group A/Genova Challenger 2014/Second Round Matches/Dzumhur v M Delic,2297,139502.48,87132.216,151743.8006,4/9/14 11:02,Italy,Genoa
Group A/Genova Challenger 2014/Second Round Matches/Fucsovics v Andreozzi,2685,149174.14,150749.167,72511.5682,4/9/14 11:26,Italy,Genoa
Group A/Genova Challenger 2014/Second Round Matches/Hajek v Al Bedene,964,59117.5,61647.4418,19637.4768,4/9/14 14:47,Italy,Genoa
Group A/Genova Challenger 2014/Second Round Matches/Ignatik v Kubler,1848,110221.3,109436.9364,55396.551,4/9/14 12:57,Italy,Genoa
Group A/Genova Challenger 2014/Second Round Matches/Mat Trevisan v Troicki,6854,552431.54,705823.5764,167512.725,4/9/14 15:25,Italy,Genoa
Group A/Genova Challenger 2014/Second Round Matches/Ramos-Vinolas v Setkic,792,102101.26,106687.9948,13862.571,4/9/14 20:38,Italy,Genoa
Group A/Genova Challenger 2014/Semi Final Matches/And Beck v M Delic,4482,275021.06,269622.4556,183588.097,6/9/14 17:32,Italy,Genoa
Group A/Genova Challenger 2014/Semi Final Matches/Ramos-Vinolas v Fucsovics,1693,217846.66,229672.5396,38349.273,6/9/14 19:53,Italy,Genoa
Group A/Genova Challenger 2014/The Final/Ramos-Vinolas v M Delic,2210,188187.26,206457.6258,50686.7946,7/9/14 17:36,Italy,Genoa
Group A/Hong Kong Open 2014/Qualifying Matches/Aoyama v Eguchi,467,24574.28,26411.897,6853.864,7/9/14 5:15,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Ar Rodionova v Eguchi,1186,111083.42,122673.5274,11105.6672,7/9/14 8:22,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Ar Rodionova v Yau Ng,297,23213.32,23464.9528,17750.844,6/9/14 10:11,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Czink v Bychkova,1229,106366.56,116520.0922,25690.62,6/9/14 5:57,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Gajdosova v Ho Wu,737,86261.19,88297.4716,25256.104,7/9/14 7:30,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Gajdosova v Y Sema,255,21443.68,22300.1946,4082.2868,6/9/14 5:30,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Gibbs v Olaru,2033,109252.76,104301.3342,48205.7226,6/9/14 8:08,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Imanishi v E Sema,2333,134135.28,136300.3074,64868.2346,6/9/14 4:22,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/K Zhang v Shapatava,1047,48517.84,47792.7968,20816.725,6/9/14 8:16,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Kostova v Linette,1475,92894.76,79168.2208,71969.7184,7/9/14 6:07,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Kulichkova v E Sema,973,35503.65,39255.5066,2954.441,7/9/14 3:38,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Martic v Namigata,2097,118512.58,116704.3686,82558.7714,6/9/14 11:19,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Namigata v N Kolar,946,62875.29,68842.5285,20220.9804,7/9/14 7:00,Hong Kong,Causeway Bay
Group A/Hong Kong Open 2014/Qualifying Matches/Olaru v L Zhu,574,25457.68,26492.755,5431.827,7/9/14 5:38,Hong Kong,Causeway Bay
